Date,AGG,ARKF,ARKG,ARKK,ARKQ,ARKW,BIL,BND,BOTZ,CEW,CORN,CYB,DBC,DIA,EEM,EFA,EUO,EWJ,EWL,EWP,EWS,EWT,EWU,EWW,EWZ,FXB,FXE,FXF,FXY,GLD,HYG,IBB,ICF,IEF,IEI,INDA,IVV,IWM,JJG,LQD,MOAT,MTUM,PALL,PRNT,QQQ,QUAL,ROBO,RWO,RWR,SHY,SLV,SPHD,SPY,TIP,TLT,UNG,USMV,USO,UUP,VBR,VDE,VLUE,VNQ,VOE,VOO,VTI,VTV,VUG,VWO,WEAT,XBI,XLB,XLC,XLE,XLF,XLI,XLK,XLU,XLV,XLY
2019-02-05,0.002151575316333032,0.006519712161967339,-0.008753542272308179,0.002739720832361625,0.012891204354931629,0.00755476442287395,0.0,0.0021360932256275778,0.01070664947881328,0.0005361452486472018,0.003071206078115285,0.010085667781571939,-0.004467197434823045,0.006499595484001919,0.013775264216438377,0.007791423767392169,0.0036764768901489386,0.004060613353484621,0.008100777806253179,0.007776563005656989,0.009373621573108615,0.011134541995605263,0.008835495734424104,0.010867261282939022,-0.005499154814584406,-0.006089842244462962,-0.0014654193206466992,-0.0021433354783049197,-0.000460574740703823,0.002581475453272253,0.0035346678485494998,-0.0016325982315922305,0.0058504679910638124,0.0017331272861820235,0.000990146349840515,0.008914908826552326,0.0042758688427979585,0.0010601808680386071,0.0019041435890723157,0.004057716227758856,0.0035281177164878663,0.0015874632885188866,0.02805424193975181,0.010671380695587596,0.008847903068432528,0.006546876599667684,0.009256630359328,0.003885693266847179,0.005415590962722705,0.0,-0.0006720583874277875,0.0036178456045303786,0.004191960080575985,0.0013577980475105722,0.004567370825677486,0.007145782362469655,0.0028632290235661717,-0.018260872882345458,0.0027494442699269594,0.0034297034841592744,0.00011350853327507515,0.000997457733704854,0.005748302889426293,0.00274968473622228,0.004440232316511139,0.00415120575942729,0.0012328235792047337,0.00756784325136306,0.011309133017130435,0.0,-0.006402777292076611,0.007300640245294199,0.010991565381979873,0.0015374389390137022,-0.002675644361418983,0.008653044422217038,0.008414738001380151,0.0020129409909792617,-0.0014367569571467342,0.00936136371665941
2019-02-06,-0.0005600754727418389,-0.0030683449940135388,0.0017662672311007377,0.0009107450901573166,0.0032258578174901853,-0.0049329723081976695,0.00021887569272749374,-0.0003759798240496881,0.0021185845232247758,-0.002679403356195209,-0.001224767780594882,-0.009213853020794138,0.0012819904579965957,-0.00035453751942116085,-0.013588084758691998,-0.005048756606889193,0.006104990655000808,-0.008272021459364343,-0.002678603414775549,-0.0028061086125367174,-0.005487659003338252,-0.004464270808500315,-0.003753562813201161,-0.007678824748345581,-0.04158380625209224,-0.0017504482859340698,-0.004219583114012271,-0.0016111183893275927,0.0,-0.006758902044908588,-0.0009394229818742161,-0.0016356201982539176,-0.006754479793983137,0.0007689088536182442,0.0006591855338418107,0.003961168121147773,-0.0014919476347601268,-0.001257481060668253,-0.00210942386829005,-0.0018917998324914365,0.0010988690944577773,0.000745722165030438,-0.005716899047509161,0.009062927612015326,-0.002981738108089993,-0.001773907275190223,0.0016186940505644731,-0.004685266968227464,-0.005075342437005803,0.0004787837277342444,-0.012777376048793254,-0.003604803980295057,-0.0013184615160996005,-0.0006323643341797913,0.0004957949081767499,-0.0037561873404904356,-0.0014275271745449736,0.0026571951348588474,0.003916946879020333,-0.0009320353297869177,-0.007396354466606914,0.0031140200681545327,-0.00654898040173213,-0.0001893891284476812,-0.0012345781980014348,-0.0009980425043677466,0.0004734157724981536,-0.003486857377871244,-0.011896358297289522,-0.00327868544904808,0.00572796180932178,-0.005946716856697232,-0.022383089549408597,-0.007368614097513881,-0.001150087966611979,0.0002721212946872331,0.003367225826777398,-0.0005478424766587331,0.004537497923779776,-0.004132075711469896
2019-02-07,0.0004664848874589289,-0.014655550530542905,-0.02715099681068356,-0.03343947225209343,-0.032008146530525305,-0.023002147010907636,0.0,0.000752812529500213,-0.012156389778655297,-0.004836133917750285,-0.008583653846266248,0.00661470964064792,-0.009603031787127736,-0.007759669846153727,-0.010039606273836599,-0.013320778027666513,0.00687702593106887,-0.01390188150820526,-0.011041377585070622,-0.01934591752766812,-0.01018668857798466,-0.010762312512461736,-0.004395442930377524,-0.005085050363218602,-0.006462207049472535,0.0011955446519178459,-0.0024869038128221277,-0.00021505842543734222,0.0006912243943766327,0.002430293392984062,-0.0034077131974121766,-0.02502736203455702,0.009445379158369294,0.0032652681021336782,0.00181186616636686,0.008194203092439789,-0.009402071752769525,-0.008215788903017218,-0.012809550364867972,-0.00017213767825319248,-0.0085602755370775,-0.004471382104461408,0.008739645571231414,-0.025374938389031487,-0.013429720015953883,-0.009951276881720483,-0.016428844070210835,0.0030700350153629596,0.01020285830723866,0.0007175212900887296,0.006130800457555763,-0.006030730411771601,-0.009532936320890695,0.0015376168237297705,0.006609844777607732,-0.03854210489937682,-0.002144389937236202,-0.02208480624909437,0.002340998560407259,-0.004820797204910021,-0.02373028990661119,-0.014032104207951424,0.008270320651142749,-0.003971760847018002,-0.00980896380655738,-0.0094888936294375,-0.00842561421350907,-0.00989236835523244,-0.009390692415772728,-0.016447352942006832,-0.02717132247634224,-0.01383448517460717,-0.009594562693566622,-0.02211580777543032,-0.00997697589138713,-0.00680672653323755,-0.013714998009757728,0.013157889150161362,-0.011016770372519469,-0.008206654200050512
2019-02-08,0.002241186817038221,0.0009915686870334284,0.006886579591317998,0.011767452246296495,0.004892062839155553,0.006900754350604332,0.0002185377023469215,0.0015032392841367592,-0.009630807936264918,0.003239680871289119,-0.006184315460599943,0.0,0.0012928331500108303,-0.002302732596905832,-0.005660623987127744,-0.0032143385114006273,0.004419470190799135,-0.008834330580680727,0.0024140082793004947,-0.005021407881829143,0.0004288580976876677,-0.008159571201260096,-0.000630735750874245,-0.012666564883880294,0.0004647566413378268,-0.0012738813623304202,-0.0018471412991761804,0.0020441926375391883,0.00046046868035709565,0.0037982966608789415,-0.0002358803945454735,0.006254034338494474,0.001216424888041523,0.001339679632460955,0.0007395346021064064,-0.017459415290528413,0.001103517737189863,0.0010690651891238634,0.0008775383887007493,0.002498785634606593,0.0006641751845399835,0.003836496717227744,0.008967872468160776,0.004294590439430923,0.0019615109082897764,0.0026325380383878105,-0.005202602507372145,-0.0008162351285905256,-0.0008247043029131484,0.00035850341121435036,0.0040622521383095744,0.00048605344990027,0.0012219523030765345,0.0004518578266252682,0.004268253368825414,0.013943341358879868,0.004118906913100462,0.0009033630675265858,0.001167723070825355,-0.002031470292677251,-0.004697155177806556,-0.0037782403224757566,0.0,-9.483927961961847e-05,0.001288544016673221,0.0010081249827527117,-0.0005726550780338346,0.0026506217516504282,-0.003889409207651018,0.0016721993332413643,0.00841558181394153,-0.0009477793452751238,0.006825121427394887,-0.004586405103294999,-0.005038592452094148,0.0015080845825392597,0.005769195962437745,0.004328862823627544,0.0018938033559579015,-0.003997858639348095
2019-02-11,-0.0010246892212167902,0.004457639036364203,0.012598964709987115,0.010002261260812162,0.011209008046145108,0.0008062988656578618,-0.00010895494611462553,-0.0003751604214627946,0.0037817120295697837,-0.004843828847273524,0.0,-0.006957825995742906,-0.0058102722815314145,-0.0015119782833379336,-0.003320698825388435,-0.0009674184786836459,0.008000030517578027,0.0009480789846980642,-0.003913244012566097,-0.0007210836312427915,-0.0012859158971245677,-0.007921960713904497,-0.005995582441072345,-0.011253812473338676,-0.01346638707506076,-0.0054207707683129325,-0.0038855267058772736,-0.004187664687817283,-0.0054079070406026775,-0.004911042708701019,0.00047149946580571367,0.00500937338060603,0.0025234221137890867,-0.0015295858202791779,-0.0009036615761337519,-0.006127520552782206,0.0005513680804967169,0.008341297807805903,-0.0045452286940455,-0.002234625354707087,0.0024336926117405344,0.0,-0.007833634597501193,0.008774926068249034,-0.0009490995194465501,0.001073766728882486,0.0046793270906855255,0.0002042741148511329,0.002888264331587731,-0.00035837493257839803,-0.007417374055505466,0.0007271765086589443,0.0005545401458582067,-0.002076900590329722,-0.003923237496377241,0.014611093506637918,0.00017843087478519593,-0.006317662031247173,0.003888096532988161,0.005715178630397055,0.005781021047251977,0.0015171655610075607,0.0027341229593211835,0.0020885857796004714,0.0005228780189701077,0.002086865543464489,0.0004774859998106784,0.0007454714231633908,-0.0058562748727419844,0.001669487356252386,0.004837946310600305,0.0015179513279115486,-0.01027781821573892,0.004766695219746264,0.003116464838387678,0.005337241991785202,-0.00044083534424488313,-0.00035918371161958174,-0.0012230137511458627,0.0017736002793884431
2019-02-12,0.00018656714846465583,0.014546355774246011,0.01457524644266539,0.019115716728481447,0.021545271083396544,0.01651557010004545,0.00021841707470415805,-0.00012551766077872895,0.03498373401829902,0.002704152508377522,0.009334139475969394,0.008174376883071544,0.005844228842381227,0.01430622032145501,0.008329302331202326,0.011620483766294543,-0.009127041373872213,0.017620225307402704,0.007857300146725699,0.010461835739418612,0.005150393435953138,0.011056490632988636,0.007301627610453165,0.0011380163432075374,0.028477185951409467,0.002645020622612071,0.0048294979465555166,-0.0015096386489223956,-0.0006941830899294121,0.002103577179937588,0.004833571527404601,0.009968594579523371,-0.008203510704421602,-0.0013400203516739095,-0.0009041264330403864,0.00955619033384525,0.013001415842724517,0.012508434643871968,0.009182521452247183,0.0013778772409722695,0.01787677612147931,0.010440057793067448,0.009717573393824841,0.013379296513667427,0.01478624454916777,0.011444707468005966,0.028493117970510573,-0.0034708809340695534,-0.008022098325219607,-0.00011970806544725487,0.0006792985751444824,0.006544835295874796,0.012859419225929924,0.00018115551083663917,-0.0025435377346676447,0.008470938179609089,0.007132468162530214,0.013623943270844707,-0.0034857002029063944,0.01043134001567525,0.012316617695539378,0.013380410581974589,-0.006282982572618057,0.012034730589701503,0.012943055700855632,0.012494513002521357,0.012985957910542467,0.01300547955971787,0.009818369723066267,0.0,0.01612909769742399,0.022356995965322923,0.011489407581800615,0.012649994438096002,0.01475700838206917,0.015518592553367405,0.013242935147878443,0.0023358669447444136,0.013692426361911147,0.015374529097028411
2019-02-13,-0.0017715941298649396,-0.00024296553996849823,0.007007712980788838,0.00655370441110148,0.005090948478418955,0.0,0.0,-0.0015021900061514826,0.007280340251218265,-0.005393719576432865,0.0036992216911879705,-0.005791583962866609,0.005810202733247616,0.0049897601777468825,-0.007080559823906096,0.0001594539182532273,0.011613973708531233,0.002420504186057215,0.0017990574490776012,-0.007140335046490698,0.006831577884970352,-0.007290444450275713,0.002206145868903553,-0.030695804884188882,-0.014416440267983166,-0.0036773731892350003,-0.005915536499641161,-0.0032395718578402954,-0.004978007858859601,-0.003956062177902009,-0.0014078338922804967,0.003016011346959724,0.0060155839452626925,-0.0024925577412160393,-0.001481286733166165,-0.01709926559671382,0.0030454580472234483,0.0028106331460875378,0.0021734530026729093,-0.0025805640345504255,0.001734651215078875,0.0004610469941541684,0.0016541445165647595,0.012636187499670992,0.0007023515809325698,0.005658439906386814,0.0066595675742882054,0.0,0.007672238725827452,-0.000716885711054327,-0.009504371622484298,0.003130030077965529,0.0032467873165609173,-0.00018112269946146675,-0.0037838276943072957,-0.026879437379403903,0.0023018582651039843,0.016129059824093295,0.005441100626394357,0.0043913420725558705,0.012977806835128503,0.006103185291375546,0.005129774637720574,0.0034642202803358835,0.0030159416644499615,0.003120553348826327,0.0029218280431433374,0.003142832631107151,-0.007049238990383122,0.005000034968058342,0.00011851473271518032,0.0012971528382232922,0.0006554382714005769,0.012492130853127392,0.0026788816234231128,0.00589835741916489,0.0013069734275015232,-0.002867969938038062,0.0021967095290720273,0.00679079736558319
2019-02-14,0.0014946540618661075,0.0004861434052372271,-0.0031315468066230867,0.0026942021908973324,2.8850128186652668e-05,0.0013869794685963388,0.0002187560446702541,0.0017554385997706756,-0.0030975369418583254,0.0021691188473424994,-0.008599587904926431,0.0007767695791349727,0.0025673414584193033,-0.002502282684755275,0.0019018843295948162,0.0003190747920025494,-0.004750627004990737,-0.0007429843039629125,0.002993044422931579,0.0003596343234197885,0.006361411945834838,-0.001224083383567942,0.0,0.017124394047943747,0.027397249529233392,-0.0044132950043695995,0.0023245545868635364,0.0036836239959476824,0.00488662958990882,0.005592889654295163,0.00011723227890270138,0.004282370850150707,0.005419102620582539,0.004709273315744111,0.0027191439279294904,0.0031064933435649422,-0.002277204370981001,0.0022811648852743005,-0.014706324129456494,0.0011212081651188477,-0.0019481033371429035,-0.0011986705143897103,0.013361347868087625,-0.0008606378987362495,0.0012277648770804284,-0.0018754362630820642,-0.0005291141075726147,-0.0024583488464351433,-0.0009261195677371381,0.001315613028555651,0.0041123691099989035,-0.002640640406610939,-0.0022180343280907566,0.0028044120681771645,0.005697855114818795,-0.007768679524517874,-0.002826306939371248,0.012345625023337359,-0.001159682590454958,-0.0009205107390362066,0.004118463998412869,-0.002351894071131677,0.0032047794203888813,-0.004105333572119396,-0.0022155977466626897,-0.0017672933046093409,-0.004511198874041389,0.00020015415269414305,0.0019586799124926557,-0.01990055691889503,0.0041455279192068595,-0.0051822905016915,0.003710747411246329,0.0035472143013428603,-0.012213444438283871,-0.004664260332786996,0.0017403174642720565,-0.0016178626605082291,0.0023006665397351522,-0.003645912517131311
2019-02-15,0.0007461695841801674,0.0017492281902646845,0.012705061130578343,0.01186746405936856,0.0109693554247845,0.008508058853903044,0.0,0.00037536807177662723,0.01657166215172512,0.0010823840391713802,-0.0018586604976029708,0.002328200235413247,0.018565958012358053,0.016458468509473967,-0.0014235237665944922,0.014511131214757444,-0.0003977815880915614,0.012825336848387492,0.013727367276130886,0.01977011011487484,0.0012643451106315595,0.0058211569086421555,0.013207435761329211,0.009916777618787842,0.0045199394253681024,0.007898205803073655,0.0007420525580055237,0.00010794183270079749,0.0,0.005964900110646543,0.003171642887386472,0.016512612215327627,0.004924987621726551,-0.0009563807122825452,-0.0006570998639569003,-0.011458564937765314,0.011339560879084498,0.01593310109923296,-0.00041442709607919515,0.0012061026549063936,0.009325594413311267,0.010524483128551143,0.01140735767505796,0.01593460720759987,0.004205245524654622,0.010215602863002049,0.01641490348555208,0.007393515155517338,0.005767507652761017,-0.00047777616910382736,0.011604101073075634,0.01082990946414264,0.01089719948839063,0.0,0.001559630376666954,0.01739885265387353,0.010274420129072093,0.020034887202255103,-0.001934851307551111,0.011670122680477846,0.01708781534377235,0.0124099313252235,0.0067442731051921,0.009931544128078285,0.011023096851141778,0.010977786262032163,0.014538972273667516,0.007397317515114077,-0.001710297482270473,-0.010152274844104081,0.021349322893384537,0.013581489460585239,0.0043497038933144605,0.016136492778311418,0.021251819141427708,0.013388810057888723,0.007962881104285113,0.0030609242391550495,0.015087103053047501,0.006861110197994291
2019-02-19,0.0005587469657379884,0.007470035707616951,0.0012407893744583731,0.0006638186207730268,0.0014313660479663426,0.006866868384659108,0.00021832161992896282,0.0008757955806673046,0.0020378383842964976,0.005405266665971631,-0.010552515426909825,0.008130146956393691,0.0025141583067911366,0.0006184243616458307,0.007840021866939884,0.0037724259861797727,-0.007162690164676411,0.0016515779980557088,0.005004390763901911,0.008459541377143331,0.008417274333147873,0.007919633443042695,0.00527620679822749,0.003881995624033019,-0.006749433915994141,0.013353795235736543,0.0038007438202112276,0.003885568960136254,-0.0015052087377367407,0.015224309695700766,0.00035183869632482434,-0.005712426375039548,0.0015719773086624311,0.0017234172185540686,0.0012336128290657555,-0.008458745766120268,0.001396692614932471,0.0027527320720321935,-0.01660937487391767,0.000601918599284712,0.0015041221623350864,0.0007309526107577291,0.03420253154654773,0.0004238530822606723,0.001977212211168089,0.0,0.008596099855220363,0.002854299337541555,0.0007166233656461518,0.0007174206791802362,0.01349532841146428,0.005566377832959768,0.0017304815075709357,0.0023459978661741765,0.00254124369334785,0.013681047591896922,0.002104156925372358,0.005977770674311156,-0.003877542887057661,0.003263027541760888,0.003808686121428151,0.003922451099571678,-0.00023532024286587738,0.0043604526450724546,0.0017256890336578845,0.0019618465731923163,0.002512805982811006,0.0009921689297818226,0.01027913998975416,-0.023931601498784816,-0.010971435163869891,0.0062409107305834155,0.0010828476891056038,0.0030248078815233725,0.001513425319648709,-0.00039655262686122406,0.00028735856261596915,0.00592333840874093,-0.002369366837197684,0.004088819579273428
